tree_rec,common_name,genus,species,status_text,address,street_direction,street_name,street_type,trunk_dia,fetched_on,municipality,lon,lat
109318,LIVE OAK,QUERCUS,AGRIFOLIA,Active,840,,SECO,ST,18.0,2024-05-28,Pasadena,-118.1630141,34.1580811
109322,NORFOLK ISLAND PINE,ARAUCARIA,HETEROPHYLLA,Active,1005,,PROSPECT,BLVD,11.0,2024-05-28,Pasadena,-118.163231,34.1582062
109323,LIVE OAK,QUERCUS,AGRIFOLIA,Active,1005,,PROSPECT,BLVD,11.0,2024-05-28,Pasadena,-118.1631251,34.1582954
109324,LIVE OAK,QUERCUS,AGRIFOLIA,Active,1005,,PROSPECT,BLVD,0.0,2024-05-28,Pasadena,-118.1630317,34.1583756
109325,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,825,,PROSPECT,BLVD,11.0,2024-05-28,Pasadena,-118.162953,34.1584382
109326,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,825,,PROSPECT,BLVD,12.0,2024-05-28,Pasadena,-118.1628596,34.1585146
109327,LIVE OAK,QUERCUS,AGRIFOLIA,Active,1005,,PROSPECT,BLVD,0.0,2024-05-28,Pasadena,-118.1627694,34.1585906
109328,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,825,,PROSPECT,BLVD,12.0,2024-05-28,Pasadena,-118.1626705,34.1586731
109329,LIVE OAK,QUERCUS,AGRIFOLIA,Active,840,,SECO,ST,15.0,2024-05-28,Pasadena,-118.1627993,34.1582718
109330,CHINESE ELM,ULMUS,PARVIFOLIA,Active,840,,SECO,ST,15.0,2024-05-28,Pasadena,-118.1627728,34.1582986
109331,CHINESE ELM,ULMUS,PARVIFOLIA,Active,840,,SECO,ST,14.0,2024-05-28,Pasadena,-118.1627519,34.1583044
109332,LIVE OAK,QUERCUS,AGRIFOLIA,Active,860,,SECO,ST,18.0,2024-05-28,Pasadena,-118.1625567,34.1584508
109333,LIVE OAK,QUERCUS,AGRIFOLIA,Active,860,,SECO,ST,23.0,2024-05-28,Pasadena,-118.1624284,34.158535
109334,LIVE OAK,QUERCUS,AGRIFOLIA,Active,880,,SECO,ST,26.0,2024-05-28,Pasadena,-118.1620617,34.1588573
109337,LIVE OAK,QUERCUS,AGRIFOLIA,Active,920,,SECO,ST,10.0,2024-05-28,Pasadena,-118.1615388,34.1593895
109338,LIVE OAK,QUERCUS,AGRIFOLIA,Active,920,,SECO,ST,1.0,2024-05-28,Pasadena,-118.161594,34.1593031
109339,LIVE OAK,QUERCUS,AGRIFOLIA,Active,930,,SECO,ST,3.0,2024-05-28,Pasadena,-118.1614353,34.1595758
109342,LIVE OAK,QUERCUS,AGRIFOLIA,Active,982,,SECO,ST,21.0,2024-05-28,Pasadena,-118.1610305,34.1603708
109343,LIVE OAK,QUERCUS,AGRIFOLIA,Active,982,,SECO,ST,27.0,2024-05-28,Pasadena,-118.1609822,34.1604725
109345,LIVE OAK,QUERCUS,AGRIFOLIA,Active,901,,SECO,ST,20.0,2024-05-28,Pasadena,-118.1609969,34.1608917
109346,LIVE OAK,QUERCUS,AGRIFOLIA,Active,1050,,SECO,ST,22.0,2024-05-28,Pasadena,-118.160919,34.1606021
109347,LIVE OAK,QUERCUS,AGRIFOLIA,Active,1050,,SECO,ST,25.0,2024-05-28,Pasadena,-118.160857,34.1607538
109348,LIVE OAK,QUERCUS,AGRIFOLIA,Active,1050,,SECO,ST,3.0,2024-05-28,Pasadena,-118.1607741,34.1608863
109349,LIVE OAK,QUERCUS,AGRIFOLIA,Active,1052,,SECO,ST,19.0,2024-05-28,Pasadena,-118.1607132,34.1610102
109350,LIVE OAK,QUERCUS,AGRIFOLIA,Active,1052,,SECO,ST,22.0,2024-05-28,Pasadena,-118.1606488,34.1611484
109351,LIVE OAK,QUERCUS,AGRIFOLIA,Active,1052,,SECO,ST,18.0,2024-05-28,Pasadena,-118.1605729,34.1612733
109352,HOLLY OAK,QUERCUS,ILEX,Active,1054,,SECO,ST,9.0,2024-05-28,Pasadena,-118.1604268,34.1615132
109353,HOLLY OAK,QUERCUS,ILEX,Active,1054,,SECO,ST,11.0,2024-05-28,Pasadena,-118.1603526,34.1616701
109354,HOLLY OAK,QUERCUS,ILEX,Active,1054,,SECO,ST,16.0,2024-05-28,Pasadena,-118.1602627,34.1617871
109355,PEPPERMINT TREE,AGONIS,FLEXUOSA,Active,809,,SELKIRK,ST,11.0,2024-05-28,Pasadena,-118.1672822,34.1794827
109356,PEPPERMINT TREE,AGONIS,FLEXUOSA,Active,809,,SELKIRK,ST,13.0,2024-05-28,Pasadena,-118.1674011,34.179441
109358,AMERICAN SWEETGUM,LIQUIDAMBAR,STYRACIFLUA,Active,810,,SELKIRK,ST,19.0,2024-05-28,Pasadena,-118.1673837,34.1790552
109359,AMERICAN SWEETGUM,LIQUIDAMBAR,STYRACIFLUA,Active,810,,SELKIRK,ST,24.0,2024-05-28,Pasadena,-118.1674483,34.1792134
109362,YEW PINE,PODOCARPUS,MACROPHYLLUS,Active,240,,CHERRY,DR,11.0,2024-05-28,Pasadena,-118.1796489,34.1372181
109364,SILVER DOLLAR GUM,EUCALYPTUS,POLYANTHEMOS,Active,400,,SEQUOIA,DR,6.0,2024-05-28,Pasadena,-118.1797244,34.1347061
109365,SILVER DOLLAR GUM,EUCALYPTUS,POLYANTHEMOS,Active,400,,SEQUOIA,DR,25.0,2024-05-28,Pasadena,-118.1797804,34.1346582
109367,SILVER DOLLAR GUM,EUCALYPTUS,POLYANTHEMOS,Active,440,,SEQUOIA,DR,21.0,2024-05-28,Pasadena,-118.1800832,34.1341716
109368,SILVER DOLLAR GUM,EUCALYPTUS,POLYANTHEMOS,Active,440,,SEQUOIA,DR,22.0,2024-05-28,Pasadena,-118.1801163,34.1341397
109369,SILVER DOLLAR GUM,EUCALYPTUS,POLYANTHEMOS,Active,450,,SEQUOIA,DR,25.0,2024-05-28,Pasadena,-118.1803781,34.1338989
109370,CHINESE ELM,ULMUS,PARVIFOLIA,Active,3535,,SHADOW GROVE,RD,17.0,2024-05-28,Pasadena,-118.0773921,34.1579353
109371,JAPANESE BLACK PINE,PINUS,THUNBERGIANA,Active,3545,,SHADOW GROVE,RD,20.0,2024-05-28,Pasadena,-118.0770583,34.1579126
109372,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3545,,SHADOW GROVE,RD,11.0,2024-05-28,Pasadena,-118.0769301,34.1579362
109373,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3570,,SHADOW GROVE,RD,5.0,2024-05-28,Pasadena,-118.0765453,34.157889
109376,CHINESE ELM,ULMUS,PARVIFOLIA,Active,3597,,SHADOW GROVE,RD,30.0,2024-05-28,Pasadena,-118.0758998,34.1580097
109377,CHINESE ELM,ULMUS,PARVIFOLIA,Active,3605,,SHADOW GROVE,RD,13.0,2024-05-28,Pasadena,-118.0756204,34.1579689
109378,CHINESE ELM,ULMUS,PARVIFOLIA,Active,3620,,SHADOW GROVE,RD,21.0,2024-05-28,Pasadena,-118.0752596,34.1577886
109379,GUAVA,PSIDIUM,GUAJAVA,Active,3630,,SHADOW GROVE,RD,4.0,2024-05-28,Pasadena,-118.0748546,34.157745
109381,CHINESE ELM,ULMUS,PARVIFOLIA,Active,3670,,SHADOW GROVE,RD,19.0,2024-05-28,Pasadena,-118.0739315,34.1576557
109382,SAWTOOTH ZELKOVA,ZELKOVA,SERRATA,Active,3670,,SHADOW GROVE,RD,9.0,2024-05-28,Pasadena,-118.0737671,34.1576558
109383,SIBERIAN ELM,ULMUS,PUMILA,Active,3675,,SHADOW GROVE,RD,27.0,2024-05-28,Pasadena,-118.0736809,34.1577583
109385,SIBERIAN ELM,ULMUS,PUMILA,Active,3695,,SHADOW GROVE,RD,25.0,2024-05-28,Pasadena,-118.0733851,34.1577516
109386,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3695,,SHADOW GROVE,RD,19.0,2024-05-28,Pasadena,-118.0731877,34.1579128
109387,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3695,,SHADOW GROVE,RD,17.0,2024-05-28,Pasadena,-118.0732227,34.1580496
109388,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3695,,SHADOW GROVE,RD,16.0,2024-05-28,Pasadena,-118.0732727,34.1581801
109389,SIBERIAN ELM,ULMUS,PUMILA,Active,3700,,SHADOW GROVE,RD,25.0,2024-05-28,Pasadena,-118.0732823,34.1576322
109390,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3700,,SHADOW GROVE,RD,11.0,2024-05-28,Pasadena,-118.0729718,34.1571976
109391,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3700,,SHADOW GROVE,RD,11.0,2024-05-28,Pasadena,-118.0730143,34.1573129
109392,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3725,,SHADOW GROVE,RD,17.0,2024-05-28,Pasadena,-118.0730343,34.1580239
109393,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3725,,SHADOW GROVE,RD,17.0,2024-05-28,Pasadena,-118.0730833,34.1581827
109394,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3730,,SHADOW GROVE,RD,15.0,2024-05-28,Pasadena,-118.0728058,34.1572347
109395,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3730,,SHADOW GROVE,RD,6.0,2024-05-28,Pasadena,-118.0728471,34.1573594
109396,CORK OAK,QUERCUS,SUBER,Active,3740,,SHADOW GROVE,RD,5.0,2024-05-28,Pasadena,-118.0723962,34.1576115
109397,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3750,,SHADOW GROVE,RD,1.0,2024-05-28,Pasadena,-118.0720783,34.1576309
109400,HOLLY OAK,QUERCUS,ILEX,Active,3760,,SHADOW GROVE,RD,26.0,2024-05-28,Pasadena,-118.0718067,34.1576551
109401,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3765,,SHADOW GROVE,RD,13.0,2024-05-28,Pasadena,-118.0716653,34.1578089
109402,HOLLY OAK,QUERCUS,ILEX,Active,3770,,SHADOW GROVE,RD,16.0,2024-05-28,Pasadena,-118.0715034,34.1577274
109403,HOLLY OAK,QUERCUS,ILEX,Active,3770,,SHADOW GROVE,RD,15.0,2024-05-28,Pasadena,-118.0714022,34.1577611
109404,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3780,,SHADOW GROVE,RD,25.0,2024-05-28,Pasadena,-118.0711365,34.1578549
109408,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,3810,,SHADOW GROVE,RD,26.0,2024-05-28,Pasadena,-118.0704316,34.1580859
109409,HOLLY OAK,QUERCUS,ILEX,Active,3830,,SHADOW GROVE,RD,22.0,2024-05-28,Pasadena,-118.070105,34.1581053
109411,CORK OAK,QUERCUS,SUBER,Active,3845,,SHADOW GROVE,RD,0.0,2024-05-28,Pasadena,-118.0694259,34.1580793
109412,LIVE OAK,QUERCUS,AGRIFOLIA,Active,3850,,SHADOW GROVE,RD,29.0,2024-05-28,Pasadena,-118.0694461,34.157964
109414,CHINESE ELM,ULMUS,PARVIFOLIA,Active,3860,,SHADOW GROVE,RD,34.0,2024-05-28,Pasadena,-118.0692698,34.1579425
109416,CORK OAK,QUERCUS,SUBER,Active,3865,,SHADOW GROVE,RD,11.0,2024-05-28,Pasadena,-118.0688624,34.158034
109420,CANARY ISLAND PINE,PINUS,CANARIENSIS,Active,3885,,SHADOW GROVE,RD,26.0,2024-05-28,Pasadena,-118.0680725,34.1582316
109422,CANARY ISLAND PINE,PINUS,CANARIENSIS,Active,3885,,SHADOW GROVE,RD,30.0,2024-05-28,Pasadena,-118.0680798,34.1584244
109423,SIBERIAN ELM,ULMUS,PUMILA,Active,3890,,SHADOW GROVE,RD,30.0,2024-05-28,Pasadena,-118.0682959,34.157919
109424,CANARY ISLAND PINE,PINUS,CANARIENSIS,Active,3890,,SHADOW GROVE,RD,21.0,2024-05-28,Pasadena,-118.0680737,34.1575186
109425,CANARY ISLAND PINE,PINUS,CANARIENSIS,Active,3890,,SHADOW GROVE,RD,33.0,2024-05-28,Pasadena,-118.0680738,34.1576698
109426,CANARY ISLAND PINE,PINUS,CANARIENSIS,Active,3890,,SHADOW GROVE,RD,19.0,2024-05-28,Pasadena,-118.0680739,34.1578417
109427,AMERICAN SWEETGUM,LIQUIDAMBAR,STYRACIFLUA,Active,3121,,SHIRLEY,CT,15.0,2024-05-28,Pasadena,-118.0878201,34.1598303
109429,PLANTING SITE-SMALL,PLANTING SITE,SMALL,Active,3130,,SHIRLEY,CT,0.0,2024-05-28,Pasadena,-118.0877327,34.1597751
109430,FLAMEGOLD,KOELREUTERIA,ELEGANS,Active,3133,,SHIRLEY,CT,13.0,2024-05-28,Pasadena,-118.0874171,34.1599641
109431,FLAMEGOLD,KOELREUTERIA,ELEGANS,Active,3137,,SHIRLEY,CT,9.0,2024-05-28,Pasadena,-118.0872602,34.1599852
109432,FLAMEGOLD,KOELREUTERIA,ELEGANS,Active,3138,,SHIRLEY,CT,12.0,2024-05-28,Pasadena,-118.087238,34.1598839
109433,AMERICAN SWEETGUM,LIQUIDAMBAR,STYRACIFLUA,Active,3141,,SHIRLEY,CT,11.0,2024-05-28,Pasadena,-118.0870788,34.1601649
109435,AMERICAN SWEETGUM,LIQUIDAMBAR,STYRACIFLUA,Active,3142,,SHIRLEY,CT,11.0,2024-05-28,Pasadena,-118.0869891,34.1596661
109436,AMERICAN SWEETGUM,LIQUIDAMBAR,STYRACIFLUA,Active,3142,,SHIRLEY,CT,14.0,2024-05-28,Pasadena,-118.087004,34.1597623
109437,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,615,,SIDNEY,AVE,14.0,2024-05-28,Pasadena,-118.0883148,34.1351657
109438,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,620,,SIDNEY,AVE,11.0,2024-05-28,Pasadena,-118.0881743,34.1351439
109439,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,625,,SIDNEY,AVE,12.0,2024-05-28,Pasadena,-118.0883139,34.1349427
109440,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,635,,SIDNEY,AVE,16.0,2024-05-28,Pasadena,-118.0883109,34.1347668
109441,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,648,,SIDNEY,AVE,19.0,2024-05-28,Pasadena,-118.088168,34.1347319
109442,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,645,,SIDNEY,AVE,9.0,2024-05-28,Pasadena,-118.0883092,34.1345117
109444,SOUTHERN MAGNOLIA,MAGNOLIA,GRANDIFLORA,Active,655,,SIDNEY,AVE,15.0,2024-05-28,Pasadena,-118.0883069,34.1342886
109447,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,1599,E,COLORADO,BLVD,9.0,2024-05-28,Pasadena,-118.1171356,34.1467184
109448,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,41,N,SIERRA BONITA,AVE,27.0,2024-05-28,Pasadena,-118.1171343,34.1468695
109449,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,47,N,SIERRA BONITA,AVE,30.0,2024-05-28,Pasadena,-118.1171297,34.1469248
109450,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,47,N,SIERRA BONITA,AVE,16.0,2024-05-28,Pasadena,-118.1171317,34.1469748
109451,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,47,N,SIERRA BONITA,AVE,19.0,2024-05-28,Pasadena,-118.1171314,34.1470033
109452,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,52,N,SIERRA BONITA,AVE,27.0,2024-05-28,Pasadena,-118.116985,34.1469104
109453,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,52,N,SIERRA BONITA,AVE,36.0,2024-05-28,Pasadena,-118.116986,34.1470696
109454,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,55,N,SIERRA BONITA,AVE,31.0,2024-05-28,Pasadena,-118.1171299,34.1470677
109455,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,55,N,SIERRA BONITA,AVE,17.0,2024-05-28,Pasadena,-118.1171319,34.1471146
109458,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,63,N,SIERRA BONITA,AVE,28.0,2024-05-28,Pasadena,-118.1171302,34.1472748
109461,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,76,N,SIERRA BONITA,AVE,37.0,2024-05-28,Pasadena,-118.1169869,34.1471765
109462,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,76,N,SIERRA BONITA,AVE,36.0,2024-05-28,Pasadena,-118.1169863,34.1472835
109463,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,79,N,SIERRA BONITA,AVE,28.0,2024-05-28,Pasadena,-118.1171399,34.1475579
109464,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,80,N,SIERRA BONITA,AVE,62.0,2024-05-28,Pasadena,-118.1169864,34.1474049
109465,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,86,N,SIERRA BONITA,AVE,36.0,2024-05-28,Pasadena,-118.1169844,34.1475855
109467,CARROTWOOD,CUPANIOPSIS,ANACARDIOIDES,Active,94,N,SIERRA BONITA,AVE,10.0,2024-05-28,Pasadena,-118.1169846,34.1477132
109468,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,95,N,SIERRA BONITA,AVE,27.0,2024-05-28,Pasadena,-118.1171395,34.1478056
109469,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,101,N,SIERRA BONITA,AVE,27.0,2024-05-28,Pasadena,-118.1171389,34.1479559
109470,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,106,N,SIERRA BONITA,AVE,42.0,2024-05-28,Pasadena,-118.1169924,34.1478642
109471,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,112,N,SIERRA BONITA,AVE,36.0,2024-05-28,Pasadena,-118.1169903,34.1480026
109472,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,115,N,SIERRA BONITA,AVE,17.0,2024-05-28,Pasadena,-118.1171394,34.1480245
109473,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,115,N,SIERRA BONITA,AVE,26.0,2024-05-28,Pasadena,-118.1171402,34.1481071
109474,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,120,N,SIERRA BONITA,AVE,56.0,2024-05-28,Pasadena,-118.1169912,34.1481184
109475,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,121,N,SIERRA BONITA,AVE,19.0,2024-05-28,Pasadena,-118.1171406,34.1481571
109477,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,131,N,SIERRA BONITA,AVE,18.0,2024-05-28,Pasadena,-118.1171444,34.1482903
109479,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,128,N,SIERRA BONITA,AVE,38.0,2024-05-28,Pasadena,-118.1169915,34.1482788
109480,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,132,N,SIERRA BONITA,AVE,30.0,2024-05-28,Pasadena,-118.1169928,34.1484024
109481,GUADALUPE PALM,BRAHEA,EDULIS,Active,132,N,SIERRA BONITA,AVE,17.0,2024-05-28,Pasadena,-118.1169959,34.1484691
109482,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,137,N,SIERRA BONITA,AVE,17.0,2024-05-28,Pasadena,-118.1171422,34.1484515
109484,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,145,N,SIERRA BONITA,AVE,19.0,2024-05-28,Pasadena,-118.11714,34.1485847
109485,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,144,N,SIERRA BONITA,AVE,37.0,2024-05-28,Pasadena,-118.116996,34.1485345
109486,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,148,N,SIERRA BONITA,AVE,37.0,2024-05-28,Pasadena,-118.1169969,34.1486874
109487,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,153,N,SIERRA BONITA,AVE,28.0,2024-05-28,Pasadena,-118.1171425,34.1486658
109488,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,153,N,SIERRA BONITA,AVE,16.0,2024-05-28,Pasadena,-118.1171402,34.1487269
109490,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,160,N,SIERRA BONITA,AVE,30.0,2024-05-28,Pasadena,-118.1169971,34.1488183
109491,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,170,N,SIERRA BONITA,AVE,24.0,2024-05-28,Pasadena,-118.1169973,34.1489491
109492,INDIAN LAUREL FIG,FICUS,MICROCARPA,Active,170,N,SIERRA BONITA,AVE,10.0,2024-05-28,Pasadena,-118.1169981,34.1489957
109493,INDIAN LAUREL FIG,FICUS,MICROCARPA,Active,170,N,SIERRA BONITA,AVE,7.0,2024-05-28,Pasadena,-118.1169998,34.149102
109494,INDIAN LAUREL FIG,FICUS,MICROCARPA,Active,170,N,SIERRA BONITA,AVE,9.0,2024-05-28,Pasadena,-118.1169968,34.1491599
109495,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,175,N,SIERRA BONITA,AVE,16.0,2024-05-28,Pasadena,-118.1171444,34.1491314
109496,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,175,N,SIERRA BONITA,AVE,28.0,2024-05-28,Pasadena,-118.1171493,34.1492355
109497,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,180,N,SIERRA BONITA,AVE,34.0,2024-05-28,Pasadena,-118.1169962,34.1492335
109498,CARROTWOOD,CUPANIOPSIS,ANACARDIOIDES,Active,1596,,LOCUST,ST,9.0,2024-05-28,Pasadena,-118.1172383,34.150074
109500,CARROTWOOD,CUPANIOPSIS,ANACARDIOIDES,Active,1596,,LOCUST,ST,8.0,2024-05-28,Pasadena,-118.1172959,34.1501497
109501,CARROTWOOD,CUPANIOPSIS,ANACARDIOIDES,Active,295,N,SIERRA BONITA,AVE,12.0,2024-05-28,Pasadena,-118.1174169,34.1511731
109502,CARROTWOOD,CUPANIOPSIS,ANACARDIOIDES,Active,296,N,SIERRA BONITA,AVE,16.0,2024-05-28,Pasadena,-118.1172275,34.1510649
109503,EUROPEAN HACKBERRY,CELTIS,AUSTRALIS,Active,296,N,SIERRA BONITA,AVE,23.0,2024-05-28,Pasadena,-118.1172114,34.1511605
109507,CARROTWOOD,CUPANIOPSIS,ANACARDIOIDES,Active,306,N,SIERRA BONITA,AVE,15.0,2024-05-28,Pasadena,-118.1171885,34.1514045
109508,CARROTWOOD,CUPANIOPSIS,ANACARDIOIDES,Active,307,N,SIERRA BONITA,AVE,8.0,2024-05-28,Pasadena,-118.1174277,34.1514004
109509,CARROTWOOD,CUPANIOPSIS,ANACARDIOIDES,Active,307,N,SIERRA BONITA,AVE,16.0,2024-05-28,Pasadena,-118.1174335,34.151499
109513,CARROTWOOD,CUPANIOPSIS,ANACARDIOIDES,Active,391,N,SIERRA BONITA,AVE,13.0,2024-05-28,Pasadena,-118.1174641,34.1530702
109514,CAMPHOR TREE,CINNAMOMUM,CAMPHORA,Active,1500,E,VILLA,ST,18.0,2024-05-28,Pasadena,-118.1173982,34.1536597
109515,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,1501,E,VILLA,ST,17.0,2024-05-28,Pasadena,-118.1177809,34.1544962
109516,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,1501,E,VILLA,ST,21.0,2024-05-28,Pasadena,-118.1177826,34.1545439
109517,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,1501,E,VILLA,ST,14.0,2024-05-28,Pasadena,-118.1177845,34.1546351
109518,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,1501,E,VILLA,ST,18.0,2024-05-28,Pasadena,-118.117788,34.1547656
109519,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,1501,E,VILLA,ST,40.0,2024-05-28,Pasadena,-118.1177881,34.1548301
109520,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,1501,E,VILLA,ST,43.0,2024-05-28,Pasadena,-118.1177833,34.1550097
109522,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,1501,E,VILLA,ST,17.0,2024-05-28,Pasadena,-118.1177935,34.1550952
109523,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,1501,E,VILLA,ST,24.0,2024-05-28,Pasadena,-118.1177869,34.1551752
109524,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,1501,E,VILLA,ST,20.0,2024-05-28,Pasadena,-118.1177955,34.155265
109525,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,494,N,SIERRA BONITA,AVE,15.0,2024-05-28,Pasadena,-118.1176394,34.1546186
109526,CANARY ISLAND DATE PALM,PHOENIX,CANARIENSIS,Active,494,N,SIERRA BONITA,AVE,26.0,2024-05-28,Pasadena,-118.1174775,34.1544307
109527,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,504,N,SIERRA BONITA,AVE,17.0,2024-05-28,Pasadena,-118.1176429,34.1547728
109528,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,504,N,SIERRA BONITA,AVE,24.0,2024-05-28,Pasadena,-118.1176437,34.1548354
109529,CANARY ISLAND DATE PALM,PHOENIX,CANARIENSIS,Active,520,N,SIERRA BONITA,AVE,27.0,2024-05-28,Pasadena,-118.1176435,34.155008
109531,AMERICAN SWEETGUM,LIQUIDAMBAR,STYRACIFLUA,Active,634,N,SIERRA BONITA,AVE,8.0,2024-05-28,Pasadena,-118.1176618,34.1569815
109532,CANARY ISLAND DATE PALM,PHOENIX,CANARIENSIS,Active,635,N,SIERRA BONITA,AVE,26.0,2024-05-28,Pasadena,-118.1177977,34.156923
109533,CANARY ISLAND DATE PALM,PHOENIX,CANARIENSIS,Active,635,N,SIERRA BONITA,AVE,27.0,2024-05-28,Pasadena,-118.1178026,34.1570452
109534,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,645,N,SIERRA BONITA,AVE,26.0,2024-05-28,Pasadena,-118.1178075,34.1571398
109535,PECAN,CARYA,ILLINOINENSIS,Active,650,N,SIERRA BONITA,AVE,13.0,2024-05-28,Pasadena,-118.117664,34.1571456
109536,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,650,N,SIERRA BONITA,AVE,21.0,2024-05-28,Pasadena,-118.1176651,34.157203
109537,ITALIAN CYPRESS,CUPRESSUS,SEMPERVIRENS,Active,650,N,SIERRA BONITA,AVE,27.0,2024-05-28,Pasadena,-118.1176642,34.1572785
109538,OLIVE,OLEA,EUROPAEA,Active,655,N,SIERRA BONITA,AVE,8.0,2024-05-28,Pasadena,-118.1178124,34.1572679
109539,MODESTO ASH,FRAXINUS,VELUTINA 'modesto',Active,719,N,SIERRA BONITA,AVE,1.0,2024-05-28,Pasadena,-118.1178175,34.1584325
109540,CAROB,CERATONIA,SILIQUA,Active,729,N,SIERRA BONITA,AVE,29.0,2024-05-28,Pasadena,-118.1178311,34.1586921
109541,CAROB,CERATONIA,SILIQUA,Active,734,N,SIERRA BONITA,AVE,27.0,2024-05-28,Pasadena,-118.1176779,34.1586017
109543,MEXICAN FAN PALM,WASHINGTONIA,ROBUSTA,Active,785,N,SIERRA BONITA,AVE,18.0,2024-05-28,Pasadena,-118.1178256,34.1596304
